,text
4926,而且必须要说的是，TTG并没有打进季后赛胜者组，他们是以败者组1穿4的姿态闯入总决赛的，如果能够夺冠，那含金量十足，毕竟他们已经在季后赛连续打了4场生死之战，而且还都获胜了。不得不说，TTG这赛季的征途，真的有点儿像2020年KPL春季赛的TS啊。而且必须要说的是，如今TTG的主教练，刚好就是那时候TS的主教练张凯。看来张凯这是要带领TTG复刻“TS奇迹”啊，而且就只差最后一步了。
4927,对于狼队而言，他们在爆冷不敌TTG之后，外界肯定是少不了对他们各种冷嘲热讽的言论。任何队伍被淘汰都是如此，估计小伙伴们早就见怪不怪了。不过，狼队这一回之所以被舆论骂得这么凶，那也真的是有原因的。第一个原因是赛前几乎所有人都看好狼队，结果狼队却大爆冷门直接翻车了。当然，这还不是最关键的。最关键且杀伤力最强的一个原因莫过于翻旧账。不得不说，狼队这是躲得了世冠，躲不了这赛季的季后赛。怎么一回事呢？
4928,原来，小伙伴们还记得狼队在世冠明着控分的主要原因吗？估计很多人都忘了吧？其实最根本的原因就是，狼队不想在世冠淘汰遇到TTG。而狼队最终也顺利避开了TTG。但这赛季的季后赛，狼队因为季后赛胜者组第2轮不敌ESTARPRO，所以掉到了败者组决赛，而TTG又一路过关斩将顺利来到了败者组决赛。也因此呢，狼队这一次是避无可避，必须要跟TTG交手了，而且还必须要打赢TTG才能进总决赛。
4929,然而最终的结果怎样？狼队没在世冠被TTG淘汰，但是却在这赛季的季后赛被TTG淘汰了，真的是躲得了世冠，躲不了季后赛啊！经过这一战之后，TTG已经成为狼队的梦魇！不夸张地说，如果狼队是被其他队伍淘汰的，他们赛后承受的舆论压力肯定会少不少，但好巧不巧，刚好就是TTG。狼队后续必须要找机会在淘汰赛击败TTG，重新证明自己，否则想翻身怕是有点儿难了。
4930,小伙伴们，你们如何看待TTG败者组1穿4闯入总决赛？你们觉得张凯能够带领TTG复刻“TS奇迹”吗？你又如何看待狼队躲得了世冠，躲不了季后赛，最终被TTG淘汰一事呢？欢迎下方留言评论说说你的观点哦！咱们评论区不见不散哈！
4931,2021年KPL秋季赛季后赛败者组第三轮第一场比赛由佛山GK对阵广州TTG，双方在常规赛交手2次，双方各胜1次。最终，广州TTG四比一战胜佛山GK，广州TTG晋级败者组半决赛，他们下一轮的对手是长沙TES.A和XYG的胜者，佛山GK秋季赛的征程就此结束，接下来他们还有挑战者杯。
4932,第一局，3分钟，不然阿古朵拿下暴君，4分半，冰尘太乙真人闪炸接二技能控到鹏鹏娜可露露，清清马超戳死娜可露露拿到一血，6分钟，娜可露露拿下先知主宰，7分半，阿古朵抢下暴君，8分钟，太乙真人闪炸两人，德服鲁班七号未按到链子被瞬秒，马超进场强强见血，娜可露露蹲草秒杀钎城虞姬，马超四连超凡直接起飞，9分半，阿改鲁班大师拉到阿古朵，太乙真人给复活，鲁班大师率先倒地，娜可露露扑两人再杀虞姬，11分钟，阿古朵拿下暗影暴君。
4933,12分20秒，太乙真人闪炸到鲁班七号，九尾沈梦溪一颗雷烧死鲁班七号，GK下路高地被破，13分10秒，虞姬拿下暗影主宰，15分半，阿古朵拿下暗影暴君，16分钟，太乙真人越高地闪炸鲁班七号逼出其闪现，GK三路高地全部被破，18分钟，马超拿下暗影主宰，此时TTG领先经济9K，太乙真人开团被打残被迫将复活留给自己，马超戳死鲁班七号，青枫周瑜被伤害灌死，娜可露露扑死虞姬后被集火，GK被团灭，TTG推掉敌方水晶，拿下首局比赛胜利。本局最佳给到广州TTG.清清的马超
4934,第二局，2分15秒，鹏鹏澜拿下先知主宰，清清老夫子闪现捆中澜将其带走拿到一血，不然阿古朵拿下暴君，4分15秒，阿改东皇太一闪现咬中橘右京，橘右京被秒，5分17秒，冰尘张飞开干扰越塔，老夫子闪现捆中晒太阳，东皇太一倒地，6分钟，张飞大招吼中三人，老夫子再次捆中东皇太一，东皇太一反咬后续伤害不足，东皇太一再度倒地，6分40秒，橘右京拿下暴君，7分半，张飞大招再次吼中三人，九尾周瑜烧死百兽梦奇，钎城公孙离点死东皇太一，澜进场扑死周瑜止损。
4935,9分钟，橘右京拿下先知主宰，10分半，橘右京拿下暗影暴君，11分钟，TTG冲敌方中路二塔，张飞大招吼两人，东皇太一闪现咬人脱节，老夫子敲死东皇太一，橘右京二技能定两人，大招带走青枫王昭君，周瑜火势铺满二连击破，橘右京两段燕返瞬秒伽罗同样拿到双杀，TTG0换5团灭GK，GK下路高地被破，11分半，TTG推掉敌方水晶，再拿一局比赛胜利。本局最佳给到广州TTG.清清的老夫子
4936,第三局，2分10秒，不然镜拿下暴君，3分半，清清猪八戒拍到青枫无闪现的西施，九尾不知火舞击杀西施拿到一血，3分50秒，镜拿下先知主宰，4分40秒，猪八戒一闪拍到西施接二技能壁咚上墙，不知火舞再收西施人头，5分半，百兽吕布残血跳大，钎城成吉思汗闪现拉开位置将其带走，西施拉死镜，6分45秒，猪八戒空拉，不知火舞被控死倒地，牛魔二闪带走成吉思汗，牛魔二连击破，8分半，鹏鹏云缨拿下先知主宰，11分12秒，牛魔大闪拍起成吉思汗，成吉思汗交闪现拉开位置，马可波罗转大未能摸到成吉思汗，镜赶来大招定身两人带走敌方射辅，12分钟，镜拿下暗影暴君。
4937,12分17秒，云缨拿下暗影主宰，冰尘孙膑一技能配合头龙BUFF击杀西施，13分钟，GK外塔全部被破，14分钟，云缨开到成吉思汗，吕布一刀将其带走，孙膑大招沉默三人，不知火舞大闪进场打残两人无奈被西施拉中，不知火舞被反杀，16分半，残血猪八戒强行拉两人，猪八戒未能扛住倒地，17分钟，镜拿下暗影主宰，17分20秒，云缨拿下暗影暴君，20分钟，镜大招细节换位躲掉西施闪现一拉，21分14秒，镜绕后大招定身两人，西施瞬间蒸发，不知火舞切死马可波罗，双C阵亡的GK团战溃败，云缨掉复活甲后被守尸，成吉思汗四连超凡，TTG二换五团灭GK，TTG中路一波推掉敌方水晶，来到赛点局。本局最佳给到广州TTG.不然的镜
4938,第四局，1分钟，GK反蓝失败，冰尘盾山背两人，清清夏侯惇A死鹏鹏镜拿到一血，2分钟，盾山二闪背回镜无后续输出，青枫弈星大招框两人，不然铠位置被百兽猪八戒卡住，弈星收下铠人头，3分50秒，猪八戒拿下暴君，6分半，镜拿下先知主宰，8分钟，铠拿下暴君，9分半，盾山背回准备开团的阿改鬼谷子，猪八戒被集火倒地，夏侯惇一闪拍两人留人自己未能扛住，双方对抗路互换。10分40秒，铠拿下暗影暴君，12分钟，铠拿下暗影主宰，13分44秒，鬼谷子拉到开大的铠，铠顺势一刀将其带走，14分半，盾山大招格挡两人卖掉自己，钎城马可波罗点死镜，15分18秒，马可波罗拿下暗影暴君，16分钟，GK下路高地被破，盾山死亡架大被集火阵亡，西施拉回鬼谷子，鬼谷子阵亡，猪八戒被集火倒地，夏侯惇+铠越高地吃到大量塔伤阵亡，蒙犽塔下拿到双杀打退TTG。
4939,17分半，蒙犽拿下暗影主宰，盾山闪背弈星，马可波罗转大接普攻将其带走，18分20秒，鬼谷子拉到夏侯惇，夏侯惇被集火倒地，鬼谷子开加速闪拉回带线的铠，铠被秒，TTG连续掉点，马可波罗偷掉GK中路高地。19分半，鬼谷子拉到马可波罗，弈星接大，马可波罗掉复活甲后被守尸，20分15秒，镜拿下风暴龙王，21分钟，西施辉月躲掉鬼谷子拉，猪八戒扛住成吨伤害倒地，弈星闪现A死铠，21分半，弈星大招分割战场，TTG中下两路高地被破，镜泉水击杀西施，马可波罗被卡在泉水中，GK推掉敌方水晶，扳回一局。本局最佳给到佛山GK.百兽的猪八戒
4940,第五局，2分15秒，鹏鹏裴擒虎拿下暴君，3分半，GK三人越塔击杀九尾弈星，裴擒虎拿到一血，不然赵云拿下先知主宰止损，6分半，赵云拿下暴君，钎城李元芳一技能爆死阿改盾山，清清蒙恬未能扛住倒地，8分半，赵云拿下先知主宰，9分半，冰尘东皇太一与盾山互换，10分20秒，赵云抢下暗影暴君，11分45秒，弈星大招框三人，东皇太一闪现咬死盾山，蒙恬A闪戳双C二连击破，关羽推两人一刀转死东皇太一，弈星细节走位躲掉百兽关羽一刀，蒙恬一枪戳死关羽，下路赵云单杀裴擒虎，GK被团灭，GK中路高地被破。
4941,14分钟，东皇太一再次与盾山互换，GK再掉下路高地，14分半，赵云拿下暗影暴君，17分钟，盾山二闪背回状态不佳的东皇太一，东皇太一倒地，蒙恬开大一枪戳死盾山，17分半，赵云拿下暗影主宰，19分钟，赵云拿下暗影暴君，21分钟，双方龙坑处爆发团战，蒙恬被集火倒地，赵云极限换掉裴擒虎，弈星大招框住盾山将其带走，沈梦溪大招炸三人，关羽切死李元芳，GK三换四TTG，22分半，弈星大招框两人，东皇太一咬死盾山，关羽位置被发现，李元芳二连击破，23分钟，弈星闪现大招框住德服百里守约，赵云进场将其瞬秒，东皇太一咬中裴擒虎阻止其清线，TTG推掉敌方水晶，战胜GK。本局最佳给到广州TTG.清清的蒙恬
4942,KPL第二轮常规赛的收尾阶段，TTG战队遭遇到了LGD大鹅，这也是TTG战队冲击S组的最关键一战，开赛之前他们已经是3连败战绩了，位列S组第六名，再输一场都不可能保级S组，所以此战对于TTG来说是格外重要的。反观LGD战队，在晋级S组之后表现一般，暂居S组第5，和TTG交手也是不容有失。简言之，谁输掉比赛谁就大概率是S组第六了！
4943,比赛的过程有些出乎粉丝预料了，TTG战队在低迷这么久之后忽然崛起，强势碾压LGD战队。第一局交手，TTG入侵对面红BUFF野区，随后转战中路，拿到团战优势。之后TTG持续发力，不给LGD反转机会，鏖战到14分钟，TTG轻松破局，赢下比赛。
4944,第二局比赛，TTG赢得更顺利了，开局没多久他们就拿到优势，并且迅速扩大。九尾不知火舞打得很凶悍，让对手难以防范，对局第11分钟，TTG中路开团，打得对面仅剩伽罗一人，借着中路兵线连推3座防御塔，并秒掉伽罗，赢下比赛。
4945,最后的赛点局，LGD似乎心态受到了影响，毫无招架之力。TTG把握住机会，再次展开猛攻，又是不到15分钟的时间，TTG果断开团，造成对面减员，推掉中路高地防御塔，借此机会一波赢下比赛。看到了这场比赛的表现，粉丝们直呼不可思议，在前面3场比赛这么低迷的TTG，竟然能够用场均13分钟左右的时间连续横扫LGD，究竟是TTG崛起了，还是LGD状态太差了呢？
4946,在这场比赛结束之后，S组的积分又变得混乱了，除了已经确定保级S组的ESTARPRO和狼队之外，其余4支队伍暂时还都有机会。而TTG战队之前一直都是S组第六名的成绩，这次击败了LGD大鹅之后，瞬间回升到了S组第3名，在净胜分上有一定优势。不过TTG比赛打得也多了，所以机会相对少了一些，是有被后面队伍超越的可能的。
4947,在最后一周的收尾阶段，TTG还剩下最后一个对手，也就是XYG战队，这场比赛算是TTG的“生死局”了，若是能够击败XYG战队，那么TTG就能够顺利晋级季后赛。反之，如果输给了XYG战队，那么就毫无希望了。按照现在TTG战队的状态，还是有和XYG扳手腕的实力的，不过他们的状态不稳定，到时候能否延续火热手感，就不是很好说了。
4948,当前的S组，依旧是“二超多强”的局面，一共4个直接保级S组的机会，被狼队和ESTARPRO两个超级强队霸占掉2个，剩下4强就只能争夺另外2个了。不论如何都不要是S组第六，不然的话就要对阵到A组第一GK战队，那难度就大了。各位小伙伴，你们觉得呢？
4949,2021年KPL秋季赛已经告一段落了，最引人注目的总冠军，也通过总决赛分出了胜负。哪怕TTG的主教练在赛前大放厥词称已经完全洞悉ESTARPRO的打法风格，要4比0零封打爆ESTARPRO，但最终的结果还是挺惨烈的：ESTARPRO以4比1的大比分完虐TTG，豪取队史第4冠，而TTG则是遗憾拿到队史第3个亚军，至今无冠。而且必须要说的是，TTG大概率要被ESTARPRO打散了，很有可能3.0版本要来了。为什么这么说呢？因为再次遗憾亚军之后没多久，网上就传出消息，TTG2.0版本的标志人物确定挂牌。具体是什么情况呢？咱们接着往下聊哈！
4950,TTG的前身是XQ，这点老KPL观众应该都清楚，XQ算是TTG的1.0版本，那时候是由阿泰率领的，最高只获得了亚军。而如今的TTG算是2.0版本。老KPL观众应该也很清楚，TTG是如何从1.0版本过渡到2.0版本的。TTG从1.0版本过渡到2.0版本最重要的标志就是阿泰下场甚至是离队，而另外一位人物带着其他新人成为TTG的首发。而这个人就是九尾！有一说一，TTG2.0版本的标志人物确实是九尾。然而比较稀罕的是，TTG多次无限接近总冠军，然而却都遗憾倒在了黎明到来之前。
4951,在TTG以1比4的大比分惨败ESTARPRO遗憾亚军之后没多久，网上就有转会瓜传出来，九尾确定要挂牌了。平心而论，在清清加盟TTG之前，TTG给九尾的资源一直都是全队最多的。而清清加盟之后，虽然TTG给九尾倾斜的资源没有那么多了，但最起码也是跟清清平起平坐的。如果TTG真的挂牌九尾，挂牌2.0版本的标志人物，那么毫无疑问地，TTG2.0版本要结束了，3.0版本要来了。而TTG3.0版本很有可能就是全面围绕不然以及清清建队，也就是说，最后很有可能不止九尾会走，还有钎诚以及冰尘也都有可能会走。
4952,其实，TTG已经连续多个赛季是争冠强队，而且他们为了争冠也付出了非常大的努力，花了不少钱做引援，但就是差那临门一脚。如今的TTG给人一种感觉，那就是他们上限是有的，但只是亚军，而且几乎无法突破瓶颈，而他们的下限却也非常低，因为他们不是特别稳定，就比如说这赛季，作为赛季初公认的夺冠热门，他们竟然连胜者组的都没打进去。
4953,就目前的情况来看，TTG2.0版本很有可能被ESTARPRO打散了。如果九尾真的挂牌并转会成功的话，那么基本可以宣布TTG正式进入3.0版本了。只能说聚在一起遗憾未能捧起总冠军奖杯，说不定散反倒会是满天星。九尾也打了好几年职业了，至今还没有捧起总冠军奖杯，他肯定也很着急，毕竟任何职业选手的最终梦想都是捧杯。
4954,小伙伴们，你们如何看待TTG遗憾亚军之后，网上就传出来九尾确定挂牌的消息呢？欢迎下方留言评论说说你的观点哦！咱们评论区不见不散哈！
4955,2021年KPL秋季赛季后赛败者组决赛由广州TTG对阵重庆狼队，双方在常规赛交手三次，广州TTG获胜1次，重庆狼队获胜2次。最终，广州TTG四比二战胜重庆狼队，广州TTG一穿三晋级总决赛，与武汉ESTARPRO成功会师。
4956,第一局，2分钟，龙坑处爆发团战，清清猪八戒二技能拉两人，不然澜击杀向鱼不知火舞拿到一血，帆帆太乙真人闪炸两人反打换掉澜，5分钟，今屿阿古朵拿下暴君，澜抢龙失败大招开到妖刀虞姬，虞姬开二技能反点，不知火舞被集火吃到太乙真人复活站起，虞姬一箭穿死澜，九尾弈星二技能拉死残血太乙真人，双方一换一。6分12秒，澜单杀不知火舞，7分20秒，钎城公孙离单杀不知火舞，弈星大招框中FLY梦奇，梦奇被四人集火阵亡。
4957,9分45秒，太乙真人炸三人自己血量见底，猪八戒大招留住阿古朵，阿古朵被集火倒地。10分半，澜拿下暗影暴君，13分半，狼队外塔全部被破，14分钟，太乙真人炸两人无后续伤害，太乙真人交复活后被守尸阵亡，14分半，澜拿下暗影暴君，15分半，猪八戒被集火丝血放出大招控三人反打，澜大招进场推两人，神装澜乱杀三连决胜，此时钎城公孙离一人拆掉敌方下路高地，梦奇+阿古朵被迫回防清线，TTG五人俱在推掉敌方水晶，拿下首局比赛胜利。本局最佳给到广州TTG.不然的澜
4958,第二局，1分半，今屿镜+妖刀马可波罗抓死钎城狄仁杰，马可波罗拿到一血，2分钟，清清蒙恬+不然娜可露露越塔杀人失败，镜大招定身两人二连击破，蒙恬临死一枪带走向鱼沈梦溪，3分钟，娜可露露拿下先知主宰，4分钟，九尾周瑜闪现吹风带走帆帆大乔，周瑜无闪现被集火倒地，4分45秒，娜可露露拿下暴君，6分半，冰尘太乙真人未给到复活，镜瞬秒周瑜，FLY老夫子大招捆中无复活的太乙真人将其带走，沈梦溪大招炸死狄仁杰，娜可露露扑死马可波罗止损，狼队一换三TTG。8分15秒，太乙真人闪炸留人，狄仁杰黄牌命中老夫子，蒙恬二连击破。
4959,9分20秒，大乔未能坐上电梯被伤害灌死，镜拿下暴君止损。10分钟，TTG三人带线被包夹，狄仁杰大闪换人失败，镜绕后三连决胜，10分半，马可波罗抢下暗影暴君，镜拿下暗影主宰，狼队双龙会。11分半，太乙真人开加速被蹲草的老夫子直接捆中，沈梦溪一颗雷炸三人，镜进场一打三，马可波罗单切掉周瑜，沈梦溪炸死狄仁杰，马可波罗二连击破，TTG连倒四人仅剩太乙真人，12分钟，TTG下路高地被破，马可波罗扫死太乙真人，TTG被团灭，狼队推掉敌方水晶，扳回一局。本局最佳给到重庆狼队.今屿的镜
4960,第三局，2分钟，今屿澜大招将九尾不知火舞推至防御塔下，向鱼金蝉一技能接控，FLY猪八戒收下人头拿到一血，3分15秒，不然盘古拿下先知主宰，3分50秒，帆帆孙膑大招沉默到不然盘古，金蝉接控，盘古被控死倒地，妖刀蒙犽拿下暴君，4分10秒，澜切死露头的冰尘兰陵王，7分半，盘古抢下先知主宰，8分10秒，金蝉一技能给到钎城李元芳，猪八戒接大招，李元芳被瞬秒，澜大招推两人，清清马超被瞬秒，TTG连倒三人，9分半，蒙犽探出兰陵王位置将其带走。
4961,10分半，盘古抢下暗影暴君，马超被集火倒地，澜刮死兰陵王，11分半，澜拿下暗影主宰，12分钟，不知火舞进场被蒙犽净化解掉，孙膑二技能抬血，不知火舞进场蒸发，14分半，TTG外塔全部被破，15分钟，澜拿下暗影暴君，马超带线被狼队四人抓死，16分钟，金蝉一技能再次控到李元芳，孙膑大招沉默三人，澜进场瞬秒李元芳，TTG中路高地被破，澜二连击破，不知火舞进场清线被金蝉禁锢住，蒙犽伤害已无人能挡，狼队推掉敌方水晶，再拿一局比赛胜利。本局最佳给到重庆狼队.向鱼的金蝉
4962,第四局，2分半，FLY关羽将冰尘鲁班大师推至向鱼弈星大招范围，鲁班大师倒地交出一血，3分半，不然镜拿下先知主宰，钎城虞姬下路一打三换掉帆帆兰陵王，4分钟，TTG三人抓死关羽，弈星大招框住镜将其带走，7分20秒，镜拿下暴君，镜瞬秒兰陵王，关羽大招推三人未能扛住伤害被虞姬点死，7分45秒，妖刀李元芳拿下先知主宰，10分半，今屿橘右京拿下暗影暴君，12分钟，橘右京拿下暗影主宰，12分45秒，鲁班大师闪现拉中橘右京，橘右京被集火倒地，13分半，鲁班大师拉回兰陵王，虞姬将其点死，14分45秒，镜拿下暗影暴君，关羽进场被鲁班大师拉至防御塔下，九尾沈梦溪一颗雷将其炸死。
4963,16分钟，李元芳拿下暗影主宰，TTG拆掉敌方下路二塔止损。17分钟，橘右京再次被集火倒地，虞姬一闪空掉未能带走空血李元芳，19分钟，镜大招进场瞬秒弈星，李元芳被包夹卖掉复活甲临死清掉一波兵线，19分半，鲁班大师越高地拉回橘右京，清清廉颇大招拍两人，虞姬二连击破，狼队下路高地被破，20分45秒，兰陵王露头被鲁班大师拉中，虞姬一箭收下人头，21分钟，镜拿下风暴龙王，虞姬点死弈星，关羽抢龙失败反被击杀，李元芳二技能滚脸自己同样倒地，狼队被团灭，21分半，复活的兰陵王被瞬秒，TTG推掉敌方水晶，扳回一局。本局最佳给到广州TTG.不然的镜
4964,第五局，3分半，双方换龙，今屿云缨拿下暴君，清清露娜拿下先知主宰，3分50秒，九尾百里守约一枪狙残向鱼西施，冰尘盾山二闪将其击杀拿到一血，4分45秒，盾山背回帆帆蔡文姬，钎城马可波罗大招将其转死，西施将盾山拉至防御塔下，盾山倒地，5分半，露娜断大被云缨击杀，盾山背回云缨，云缨阵亡，7分半，不然橘右京拿下暴君，8分钟，露娜进场秀人被西施精准拉中，露娜倒地，9分半，橘右京拿下先知主宰，10分钟，盾山背回FLY吕布，吕布无大招被伤害灌死，云缨进场打伤害未能扛住阵亡。
4965,10分半，橘右京拿下暗影暴君，11分40秒，狼队外塔全部被破，15分钟，百里守约狙残蔡文姬，露娜进场将其带走，橘右京拿下暗影暴君，15分半，百里守约狙残妖刀成吉思汗，狼队三路高地全部被破，16分20秒，橘右京拿下暗影主宰，17分钟，盾山背回云缨，盾山架大未能扛住阵亡，露娜进场打伤害换出复活甲，百里守约一枪精准给到成吉思汗，橘右京一刀将其捅死，吕布落地成盒，橘右京一人将敌方两人逼至泉水，随着超级兵进水晶，TTG成功推掉，来到赛点局。本局最佳给到广州TTG.九尾的百里守约
4966,第六局，3分半，双方换龙，不然裴擒虎拿下暴君，今屿娜可露露拿下先知主宰，4分40秒，冰尘东皇太一闪现咬中今屿娜可露露，裴擒虎将其扑死拿到一血，向鱼嬴政大招扫死东皇太一，钎城伽罗二连击破，8分45秒，FLY夏侯惇闪现大招留人脱节，清清吕布跳大将其带走，9分半，九尾西施拉中夏侯惇，东皇太一接咬，夏侯惇阵亡，鬼谷子拉人仅拉到东皇太一，鬼谷子被伽罗点死，10分10秒，狼队下路高地被破，10分45秒，裴擒虎拿下暗影暴君。
4967,11分半，吕布下路带线露头，娜可露露偷下暗影主宰。14分钟，西施拉中夏侯惇，夏侯惇扛住伤害成功存活，鬼谷子进场拉中伽罗，娜可露露将其扑死，鬼谷子+娜可露露又去无回，接连倒地，裴擒虎越塔咬死嬴政，吕布一闪带走妖刀狄仁杰，吕布二连击破，狼队连倒四人仅剩夏侯惇，14分半，夏侯惇再次被西施拉中阵亡，狼队被团灭，TTG推掉敌方水晶，战胜狼队。本局最佳给到广州TTG.不然的裴擒虎
4968,2021年KPL秋季赛季后赛败者组半决赛由广州TTG对阵XYG，常规赛双方交手1次，广州TTG三比二战胜了XYG。最终，广州TTG四比二战胜XYG，广州TTG晋级胜者组决赛同时确定晋级挑战者杯正赛，他们将与重庆狼队争夺一张总决赛门票。
4969,第一局，3分钟，钎城虞姬大招踩脸羲和孙膑将其击杀交出一血，九尾西施拉中秀豆蒙犽逼出其净化，3分45秒，不然澜拿下暴君，4分钟，西施闪现拉中蒙犽，蒙犽被集火倒地，5分半，西施吃到冰尘太乙真人复活后存活，灵梦不知火舞杀人失败反被击杀，澜拿下先知主宰，7分半，XYG三人抓死澜，虞姬带掉敌方上路二塔止损，9分半，澜拿下暴君，10分45秒，双方换龙，九月镜拿下暗影暴君，澜拿下暗影主宰，11分钟，不知火舞单杀入侵野区的澜，15分钟，双方继续换龙，澜SOLO掉暗影暴君，镜拿下暗影主宰，15分半，XYG五人中路抱团，酷偕吕布大招跳两人，西施+清清夏侯惇倒地，16分20秒，TTG外塔全部被破。
4970,18分钟，吕布大招跳到西施，太乙真人复活未给到，西施阵亡，18分半，TTG下路高地被破，19分半，镜拿下暗影暴君，20分半，太乙真人开奔狼冲死不知火舞，太乙真人闪炸蒙犽被蒙犽净化解掉，虞姬点死拆火的吕布，22分钟，澜拿下风暴龙王，西施拉中镜将其带走，夏侯惇卡火舞位置被击杀，25分半，XYG上路高地被破，26分钟，吕布太乙真人逼出太乙真人复活，吕布被集火倒地，澜扑死不知火舞，西施拉中蒙犽，蒙犽阵亡，27分钟，XYG再掉中路高地，镜开大仅能清掉一波兵线，虞姬开二技能乱点二连击破，XYG被团灭，TTG推掉敌方水晶，拿下首局比赛胜利。本局最佳给到广州TTG.清清的夏侯惇
4971,第二局，3分45秒，九月娜可露露拿下暴君，不然赵云拿下先知主宰，羲和东皇太一闪现咬中钎城李元芳，娜可露露收下人头拿到一血，4分50秒，娜可露露再杀李元芳，5分半，清清老夫子闪现捆中秀豆无闪现的狄仁杰，狄仁杰倒地。7分13秒，老夫子被东皇太一咬中未能扛住伤害倒地，8分钟，娜可露露拿下暴君，9分45秒，娜可露露拿下先知主宰，10分20秒，东皇太一再次咬死老夫子，九尾周瑜铺火控三人带走东皇太一，娜可露露控下暗影暴君，12分12秒，娜可露露拿下暗影主宰，13分钟，老夫子捆中东皇太一，赵云将其炸死，酷偕吕布绕后二连击破，狄仁杰黄牌命中赵云将其带走，15分钟，娜可露露SOLO掉暗影暴君，13分50秒，老夫子闪捆被狄仁杰闪现规避，李元芳未能坐上冰尘大乔电梯被娜可露露瞬秒，17分钟，娜可露露拿下暗影主宰。
4972,18分钟，赵云扎死狄仁杰，东皇太一咬中李元芳，李元芳丝血坐电梯传送回家，19分半，赵云拿下暗影暴君，20分45秒，东皇太一闪现咬中周瑜，娜可露露将其扑死，21分半，赵云抢下风暴龙王后坐电梯传送回家，东皇太一被留倒地，22分钟，XYG上路高地被破，24分钟，老夫子与东皇太一互换，25分半，周瑜烧死娜可露露，老夫子同样未能扛住阵亡，XYG三路高地全部被破，27分钟，TTG被分割战场，老夫子、赵云接连倒地，娜可露露接盘拿下风暴龙王，28分半，狄仁杰二连击破，赵云扎死娜可露露，29分半，TTG中下两路高地被破，狄仁杰黄牌命中李元芳，此时的狄仁杰已经无人能挡，李元芳在泉水被灵梦沈梦溪炸出复活甲，XYG推掉敌方水晶，扳回一局。本局最佳给到XYG.羲和的东皇太一
4973,第三局，2分20秒，不然云缨拿下先知主宰，2分半，冰尘东皇太一闪现咬中九月阿古朵，九尾干将莫邪四剑将其击杀拿到一血，4分20秒，云缨拿下暴君，5分半，东皇太一闪现咬中酷偕老夫子，老夫子未开二技能被清清马超一枪秒杀，6分半，羲和牛魔大闪拍三人，秀豆马可波罗一技能扫死马超，7分15秒，阿古朵拿下先知主宰，东皇太一咬中牛魔，干将莫邪四剑将其带走，阿古朵拍中干将莫邪，TTG中辅被留倒地，8分40秒，云缨拿下暴君，灵梦周瑜活活烧死干将莫邪，11分钟，东皇太一换掉牛魔，11分半，阿古朵拿下暗影暴君，老夫子捆中云缨，云缨抢龙失败反送人头，14分15秒，双方辅助再次互换。
4974,14分40秒，云缨偷掉暗影主宰，16分半，云缨拿下暗影暴君，云缨开团脱节被集火阵亡，18分钟，老夫子捆中马超将其带走，干将莫邪扎死周瑜，18分50秒，双方辅助互换，老夫子减速到成吉思汗将其带走，马可波罗点出真伤击杀云缨，19分45秒，周瑜再次烧死站位靠前的干将莫邪，TTG上路高地被破，20分半，阿古朵拿下 风暴龙王，21分15秒，TTG三路高地全部被破，牛魔大招拍两人，老夫子捆中马超，马超被伤害灌死，周瑜铺火将敌方双C压制在泉水中无法清线，XYG推掉敌方水晶，再拿一局比赛胜利。本局最佳给到XYG.灵梦的周瑜
4975,第四局，40秒，九尾沈梦溪越塔丢雷击杀灵梦姜子牙拿到一血，九月裴擒虎粘死冰尘张飞，2分15秒，钎城狄仁杰拿下暴君，酷偕夏侯惇交大招后被清清白起嘲讽，夏侯惇倒地，3分50秒，镜拿下先知主宰，5分钟，姜子牙大闪刮三人，白起嘲讽脱节阵亡，裴擒虎黏住张飞，姜子牙再拨一个大招刮死张飞，7分钟，不然镜拿下暴君，8分半，秀豆李元芳拿下先知主宰，9分钟，羲和鲁班大师被集火交闪现撤退，姜子牙大招刮到九尾沈梦溪，李元芳一技能将其爆死，9分半，钎城狄仁杰点死李元芳，10分20秒，镜拿下暗影暴君，11分钟，镜拿下暗影主宰，李元芳蹲草单杀沈梦溪，15分钟，镜拿下暗影暴君，15分半，李元芳点残张飞逼出其大招。
4976,16分钟，白起大闪嘲两人未能扛住倒地，镜开大换位强行换掉李元芳，16分半，夏侯惇拿下暗影主宰，鲁班大师拉死狄仁杰，19分钟，李元芳开逐日点死张飞，狄仁杰拿下暗影暴君，白起嘲讽脱节，李元芳二连击破，21分半，姜子牙大闪刮三人，沈梦溪二连击破，夏侯惇大招击杀沈梦溪，XYG二换三TTG，22分10秒，TTG下路高地被破，白起二技能将兵线拉出水晶阻止一波，22分半，镜抢下风暴龙王，鲁班大师被集火倒地，23分半，XYG中下两路高地被破，白起闪现嘲讽两人，张飞大招吼中三人，沈梦溪一颗雷伤害爆炸，XYG瞬倒四人仅剩姜子牙，TTG推掉敌方水晶，扳回一局。本局最佳给到广州TTG.不然的镜
